phrase,id,position,corresponding_text
fit le petit prince,1520,54711," fit le petit prince.

"
- Adieu,1521,54734,"- Adieu,"
dit la fleur,1522,54742," dit la fleur.


"
Chapitre 19,1523,54759,"Chapitre 19

"
Le petit prince fit l'ascension d'une haute montagne,1524,54772,Le petit prince fit l'ascension d'une haute montagne.
Les seules montagnes qu'il eût jamais connues étaient les trois volcans qui lui arrivaient au genou,1525,54825, Les seules montagnes qu'il eût jamais connues étaient les trois volcans qui lui arrivaient au genou.
Et il se servait du volcan éteint comme d'un tabouret,1526,54926, Et il se servait du volcan éteint comme d'un tabouret.
´D'une montagne haute comme celle-ci,1527,54981,"""D'une montagne haute comme celle-ci,"
se dit-il donc,1528,55018," se dit-il donc,"
j'apercevrai d'un coup toute la planète et tous les hommes...´Mais il n'aperçut rien que des aiguilles de roc bien aiguisées,1529,55034," j'apercevrai d'un coup toute la planète et tous les hommes...""Mais il n'aperçut rien que des aiguilles de roc bien aiguisées.

"
- Bonjour,1530,55162,"- Bonjour,"
dit-il à tout hasard,1531,55172," dit-il à tout hasard.

"
- Bonjour... bonjour... bonjour... répondit l'écho,1532,55196,"- Bonjour... bonjour... bonjour... répondit l'écho.

"
- Qui êtes-vous ? dit le petit prince,1533,55249,"- Qui êtes-vous ? dit le petit prince.

"
- Qui êtes-vous... qui êtes-vous... qui êtes-vous... répondit l'écho,1534,55289,"- Qui êtes-vous... qui êtes-vous... qui êtes-vous... répondit l'écho.

"
- Soyez mes amis,1535,55360,"- Soyez mes amis,"
je suis seul,1536,55377," je suis seul,"
dit-il,1537,55391," dit-il.	

"
- Je suis seul ... je suis seul... je suis seul ... répondit l'écho,1538,55402,"- Je suis seul ... je suis seul... je suis seul ... répondit l'écho.

"
´Quelle drôle de planète ! pensa-t-il alors,1539,55472,"""Quelle drôle de planète ! pensa-t-il alors."
Elle est toute sèche,1540,55516," Elle est toute sèche,"
et toute pointue et toute salée,1541,55538, et toute pointue et toute salée.
Et les hommes manquent d'imagination,1542,55571, Et les hommes manquent d'imagination.
Ils répètent ce qu'on leur dit ... Chez moi j'avais une fleur : elle parlait toujours la première ...´,1543,55609," Ils répètent ce qu'on leur dit ... Chez moi j'avais une fleur : elle parlait toujours la première ...""


"
Chapitre 20,1544,55715,"Chapitre 20

"
Mais il arriva que le petit prince,1545,55728,"Mais il arriva que le petit prince,"
ayant longtemps marché à travers les sables,1546,55763," ayant longtemps marché à travers les sables,"
les rocs et les neiges,1547,55808," les rocs et les neiges,"
découvrit enfin une route,1548,55832, découvrit enfin une route.
Et les routes vont toutes chez les hommes,1549,55859," Et les routes vont toutes chez les hommes.

"
- Bonjour,1550,55904,"- Bonjour,"
dit-il,1551,55914," dit-il.

"
C'était un jardin fleuri de roses,1552,55924,"C'était un jardin fleuri de roses.

"
- Bonjour,1553,55960,"- Bonjour,"
dirent les roses,1554,55970," dirent les roses.

"
Le petit prince les regarda,1555,55990,Le petit prince les regarda.
Elles ressemblaient toutes à sa fleur,1556,56018," Elles ressemblaient toutes à sa fleur.

"
- Qui êtes-vous ? Leur demanda-t-il,1557,56059,"- Qui êtes-vous ? Leur demanda-t-il,"
stupéfait,1558,56095," stupéfait.

"
- Nous sommes des roses,1559,56108,"- Nous sommes des roses,"
dirent les roses,1560,56132," dirent les roses.

"
- Ah ! fit le petit prince...,1561,56152,"- Ah ! fit le petit prince...

"
Et il se sentit très malheureux,1562,56183,Et il se sentit très malheureux.
Sa fleur lui avait raconté qu'elle était seule de son espèce dans l'univers,1563,56215, Sa fleur lui avait raconté qu'elle était seule de son espèce dans l'univers.
Et voici qu'il en était cinq mille,1564,56292," Et voici qu'il en était cinq mille,"
toutes semblables,1565,56328," toutes semblables,"
dans un seul jardin !,1566,56347," dans un seul jardin !

"
´Elle serait bien vexée,1567,56371,"""Elle serait bien vexée,"
se dit-il,1568,56395," se dit-il,"
si elle voyait ça... elle tousserait énormément et ferait semblant de mourir pour échapper au ridicule,1569,56406, si elle voyait ça... elle tousserait énormément et ferait semblant de mourir pour échapper au ridicule.
Et je serais bien obligé de faire semblant de la soigner,1570,56510," Et je serais bien obligé de faire semblant de la soigner,"
car,1571,56568," car,"
sinon,1572,56573," sinon,"
pour m'humilier moi aussi,1573,56580," pour m'humilier moi aussi,"
elle se laisserait vraiment mourir...´,1574,56607," elle se laisserait vraiment mourir...""

"
Puis il se dit encore :´Je me croyais riche d'une fleur unique,1575,56648,"Puis il se dit encore :""Je me croyais riche d'une fleur unique,"
et je ne possède qu'une rose ordinaire,1576,56711, et je ne possède qu'une rose ordinaire.
Ça et mes trois volcans qui m'arrivent au genou,1577,56751," Ça et mes trois volcans qui m'arrivent au genou,"
et dont l'un,1578,56800," et dont l'un,"
peut-être,1579,56814," peut-être,"
est éteint pour toujours,1580,56825," est éteint pour toujours,"
ça ne fait pas de moi un bien grand prince ...´Et,1581,56851," ça ne fait pas de moi un bien grand prince ...""Et,"
couché dans l'herbe,1582,56902," couché dans l'herbe,"
il pleura,1583,56923," il pleura.


"
Chapitre 21,1584,56937,"Chapitre 21

"
C'est alors qu'apparut le renard,1585,56950,C'est alors qu'apparut le renard.
- Bonjour,1586,56983," - Bonjour,"
dit le renard,1587,56994," dit le renard.

"
- Bonjour,1588,57011,"- Bonjour,"
répondit poliment le petit prince,1589,57021," répondit poliment le petit prince,"
qui se retourna mais ne vit rien,1590,57056," qui se retourna mais ne vit rien.

"
- Je suis là,1591,57092,"- Je suis là,"
dit la voix,1592,57105," dit la voix,"
sous le pommier...,1593,57118," sous le pommier...

"
- Qui es-tu ? dit le Petit prince,1594,57139,- Qui es-tu ? dit le Petit prince.
Tu es bien joli...,1595,57173," Tu es bien joli...

"
- Je suis un renard,1596,57194,"- Je suis un renard,"
dit le renard,1597,57214," dit le renard.

"
- Viens jouer avec moi,1598,57231,"- Viens jouer avec moi,"
lui proposa le petit prince,1599,57254, lui proposa le petit prince.
Je suis tellement triste...,1600,57283," Je suis tellement triste...

"
- Je ne puis pas jouer avec toi,1601,57313,"- Je ne puis pas jouer avec toi,"
dit le renard,1602,57345, dit le renard.
Je ne suis pas apprivoisé,1603,57360," Je ne suis pas apprivoisé.

"
- Ah ! Pardon,1604,57389,"- Ah ! Pardon,"
fit le petit prince,1605,57403," fit le petit prince.

"
Mais,1606,57426,"Mais,"
après réflexion,1607,57431," après réflexion,"
il ajouta :,1608,57448," il ajouta :

"
- Qu'est-ce que signifie´apprivoiser´?,1609,57462,"- Qu'est-ce que signifie""apprivoiser""?

"
- Tu n'es pas d'ici,1610,57502,"- Tu n'es pas d'ici,"
dit le renard,1611,57522," dit le renard,"
que cherches-tu ?,1612,57537," que cherches-tu ?

"
- Je cherche les hommes,1613,57557,"- Je cherche les hommes,"
dit le petit prince,1614,57581, dit le petit prince.
Qu'est ce que signifie´apprivoiser´?,1615,57602," Qu'est ce que signifie""apprivoiser""?

"
- Les hommes,1616,57641,"- Les hommes,"
dit le renard,1617,57654," dit le renard,"
ils ont des fusils et ils chassent,1618,57669, ils ont des fusils et ils chassent.
C'est bien gênant ! Ils élèvent aussi des poules,1619,57705, C'est bien gênant ! Ils élèvent aussi des poules.
C'est leur seul intérêt,1620,57755, C'est leur seul intérêt.
Tu cherches des poules ?,1621,57780," Tu cherches des poules ?

"
- Non,1622,57807,"- Non,"
dit le petit prince,1623,57813, dit le petit prince.
Je cherche des amis,1624,57834, Je cherche des amis.
Qu'est-ce que signifie´apprivoiser´?,1625,57855," Qu'est-ce que signifie""apprivoiser""?

"
- C'eft une chose trop oubliée,1626,57894,"- C'eft une chose trop oubliée,"
dit le renard,1627,57925, dit le renard.
Ça signifie´créer des liens...´,1628,57940," Ça signifie""créer des liens...""

"
- Créer des liens ?,1629,57974,"- Créer des liens ?

"
- Bien sûr,1630,57995,"- Bien sûr,"
dit le renard,1631,58006, dit le renard.
Tu n'es encore pour moi qu'un petit garçon tout semblable à cent mille petits garçons,1632,58021, Tu n'es encore pour moi qu'un petit garçon tout semblable à cent mille petits garçons.
Et je n'ai pas besoin de toi,1633,58108, Et je n'ai pas besoin de toi.
Et tu n'as pas besoin de moi non plus,1634,58138, Et tu n'as pas besoin de moi non plus.
Je ne suis pour toi qu'un renard semblable à cent raille renards,1635,58177, Je ne suis pour toi qu'un renard semblable à cent raille renards.
Mais,1636,58243," Mais,"
si tu m'apprivoises,1637,58249," si tu m'apprivoises,"
nous aurons besoin l'un de l'autre,1638,58270, nous aurons besoin l'un de l'autre.
Tu seras pour moi unique au monde,1639,58306, Tu seras pour moi unique au monde.
je serai pour toi unique au monde...,1640,58341," je serai pour toi unique au monde...

"
- je commence à comprendre,1641,58380,"- je commence à comprendre,"
dit le petit prince,1642,58407, dit le petit prince.
Il y a une fleur... je crois qu'elle m'a apprivoisé...,1643,58428," Il y a une fleur... je crois qu'elle m'a apprivoisé...

"
- C'est possible,1644,58485,"- C'est possible,"
dit le renard,1645,58502, dit le renard.
On voit sur la Terre toutes sortes de choses...,1646,58517," On voit sur la Terre toutes sortes de choses...

"
- Oh ! ce n'est pas sur la Terre,1647,58567,"- Oh ! ce n'est pas sur la Terre,"
dit le petit prince,1648,58600," dit le petit prince.
"
Le renard parut très intrigué,1649,58622,"Le renard parut très intrigué

"
- Sur une autre planète ?,1650,58653,"- Sur une autre planète ?

"
- Oui,1651,58680,"- Oui.

"
- Il y a des chasseurs,1652,58688,"- Il y a des chasseurs,"
sur cette planète-là ?,1653,58711," sur cette planète-là ?

"
- Non,1654,58736,"- Non.

"
- ça,1655,58744,"- ça,"
c'est intéressant ! Et des poules ?,1656,58749," c'est intéressant ! Et des poules ?

"
- Non,1657,58787,"- Non.

"
- Rien n'est parfait,1658,58795,"- Rien n'est parfait,"
soupira le renard,1659,58816," soupira le renard.

"
Mais le renard revint à son idée :,1660,58837,"Mais le renard revint à son idée :

"
- Ma vie est monotone,1661,58873,- Ma vie est monotone.
Je chasse les poules,1662,58895," Je chasse les poules,"
les hommes me chassent,1663,58917, les hommes me chassent.
Toutes les poules se ressemblent,1664,58941," Toutes les poules se ressemblent,"
et tous les hommes se ressemblent,1665,58975, et tous les hommes se ressemblent.
Je m'ennuie donc un peu,1666,59010, Je m'ennuie donc un peu.
Mais,1667,59035," Mais,"
si tu m'apprivoises,1668,59041," si tu m'apprivoises,"
ma vie sera comme ensoleillée,1669,59062, ma vie sera comme ensoleillée.
Je connaîtrai un bruit de pas qui sera différent de tous les autres,1670,59093, Je connaîtrai un bruit de pas qui sera différent de tous les autres.
Les autres pas me font rentrer sous terre,1671,59162, Les autres pas me font rentrer sous terre.
Le tien m'appellera hors du terrier,1672,59205," Le tien m'appellera hors du terrier,"
comme une musique,1673,59242, comme une musique.
Et puis regarde ! Tu vois,1674,59261," Et puis regarde ! Tu vois,"
là-bas,1675,59288," là-bas,"
les champs de blé ? Je ne mange pas de pain,1676,59296, les champs de blé ? Je ne mange pas de pain.
Le blé pour moi est inutile,1677,59341, Le blé pour moi est inutile.
Les champs de blé ne me rappellent rien,1678,59370, Les champs de blé ne me rappellent rien.
Et ça,1679,59411," Et ça,"
c'est triste ! Mais tu as des cheveux couleur d'or,1680,59418, c'est triste ! Mais tu as des cheveux couleur d'or.
Alors ce sera merveilleux quand tu m'auras apprivoisé ! Le blé,1681,59470," Alors ce sera merveilleux quand tu m'auras apprivoisé ! Le blé,"
qui est doré,1682,59534," qui est doré,"
me fera souvenir de toi,1683,59548, me fera souvenir de toi.
Et j'aimerai le bruit du vent dans le blé...,1684,59573," Et j'aimerai le bruit du vent dans le blé...

"
Le renard se tut et regarda longtemps le petit prince :,1685,59620,"Le renard se tut et regarda longtemps le petit prince :

"
- S'il te plaît... apprivoise-moi ! dit-il,1686,59677,"- S'il te plaît... apprivoise-moi ! dit-il.

"
- Je veux bien,1687,59722,"- Je veux bien,"
répondit le petit prince,1688,59737," répondit le petit prince,"
mais je n'ai pas beaucoup de temps,1689,59763, mais je n'ai pas beaucoup de temps.
J'ai des amis à découvrir et beaucoup de choses à connaître,1690,59799," J'ai des amis à découvrir et beaucoup de choses à connaître.

"
- On ne connaît que les choses que l'on apprivoise,1691,59862,"- On ne connaît que les choses que l'on apprivoise,"
dit le renard,1692,59913, dit le renard.
Les hommes n'ont plus le temps de rien connaître,1693,59928, Les hommes n'ont plus le temps de rien connaître.
Ils achètent des choses toutes faites chez les marchands,1694,59978, Ils achètent des choses toutes faites chez les marchands.
Mais comme il n'existe point de marchands d'amis,1695,60036," Mais comme il n'existe point de marchands d'amis,"
les hommes n'ont plus d'amis,1696,60086, les hommes n'ont plus d'amis.
Si tu veux un ami,1697,60116," Si tu veux un ami,"
apprivoise-moi !,1698,60135," apprivoise-moi !

"
- Que faut-il faire ? dit le petit prince,1699,60154,"- Que faut-il faire ? dit le petit prince.

"
- Il faut être très patient,1700,60198,"- Il faut être très patient,"
répondit le renard,1701,60226, répondit le renard.
Tu t'assoiras d'abord un peu loin de moi,1702,60246," Tu t'assoiras d'abord un peu loin de moi,"
comme ça,1703,60288," comme ça,"
dans l'herbe,1704,60298, dans l'herbe.
Je te regarderai du coin de l'oeil et tu ne diras rien,1705,60312, Je te regarderai du coin de l'oeil et tu ne diras rien.
Le langage est source de malentendus,1706,60368, Le langage est source de malentendus.
Mais,1707,60406," Mais,"
chaque jour,1708,60412," chaque jour,"
tu pourras t'asseoir un peu plus près...,1709,60425," tu pourras t'asseoir un peu plus près...

"
Le lendemain revint le petit prince,1710,60468,"Le lendemain revint le petit prince.

"
- Il eût mieux valu revenir à la même heure,1711,60506,"- Il eût mieux valu revenir à la même heure,"
dit le renard,1712,60550, dit le renard.
Si tu viens,1713,60565," Si tu viens,"
par exemple,1714,60578," par exemple,"
à quatre heures de l'après-midi,1715,60591," à quatre heures de l'après-midi,"
dès trois heures je commencerai d'être heureux,1716,60624, dès trois heures je commencerai d'être heureux.
Plus l'heure avancera,1717,60672," Plus l'heure avancera,"
